image_path,label
Dataset3TrainTest\train\IMG_20240408_100905_1_jpg.rf.2c0bb8c64230f786a330075ab7b9fcf1.jpg,Mango Overripe
Dataset3TrainTest\train\vertical_flip_Screen-Shot-2018-06-12-at-11-23-29-PM_png.rf.3b8530a8fbdadd16a99792e657672297.jpg,Stale Orange
Dataset3TrainTest\train\IMG_8754_JPG.rf.6db45e3eeb215bcfb25290514373f74e.jpg,Banana Ripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-9-09-55-PM_png.rf.1d56d02a3bf193ad4611c7582564d474.jpg,Banana Overripe
Dataset3TrainTest\train\img359_png.rf.bc037fc08529c0b454f3decf920ffc64.jpg,Banana Unripe
Dataset3TrainTest\train\img0160_png.rf.bf9540d3fd70115ff3c56834f83cf4e8.jpg,Banana Unripe
Dataset3TrainTest\train\img0160_png.rf.bf9540d3fd70115ff3c56834f83cf4e8.jpg,Banana Unripe
Dataset3TrainTest\train\img0160_png.rf.bf9540d3fd70115ff3c56834f83cf4e8.jpg,Banana Unripe
Dataset3TrainTest\train\104_jpg.rf.fa869389fcbab97c300fa48fa97aea91.jpg,Grape Overripe
Dataset3TrainTest\train\rotten_grape-247-_jpg.rf.e5ca63426d509d6a9a10a6a238b56792.jpg,Stale Grape
Dataset3TrainTest\train\rotten_grape-247-_jpg.rf.e5ca63426d509d6a9a10a6a238b56792.jpg,Stale Grape
Dataset3TrainTest\train\IMG_20240406_145917_jpg.rf.fb2cd892f9a3208b0614ddf12466d1f2.jpg,Apple Ripe
Dataset3TrainTest\train\images-4-_png.rf.011c6e8d832a7bae1d8f50d526a40193.jpg,Melon Overripe
Dataset3TrainTest\train\img178_png.rf.4507c4c13b051274773778a88ac7f676.jpg,Banana Unripe
Dataset3TrainTest\train\156_jpg.rf.006cd99581d38e705e48b1a2be4e95ac.jpg,Melon Ripe
Dataset3TrainTest\train\105_jpg.rf.a1ca1ea1e0aa2f04d798f49e0f354bea.jpg,Stale Grape
Dataset3TrainTest\train\rottenOrange-138-_jpg.rf.fb99dd354b728f5bfa182b6b48dcf550.jpg,Stale Orange
Dataset3TrainTest\train\img38_png.rf.bfb974492b7d2a7b8353b94e46d4aa81.jpg,Banana Unripe
Dataset3TrainTest\train\image207_png.rf.5a1c3d840e2e837edcf2e23a28f8bca0.jpg,Peach Ripe
Dataset3TrainTest\train\IMG_20240408_100325_jpg.rf.cb83be27269908a0ba5dd448140d64f8.jpg,Mango Ripe
Dataset3TrainTest\train\IMG_20210704_190204_jpg.rf.299793932e4b7a0b77da4782047858d8.jpg,Mango Unripe
Dataset3TrainTest\train\FreshBanana-648-_jpg.rf.01d15c36989a6512c4c115d00110b45a.jpg,Banana Ripe
Dataset3TrainTest\train\PXL_20230827_164016141_jpg.rf.147bd5c15640c9a71c07c518a834b11f.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_164016141_jpg.rf.147bd5c15640c9a71c07c518a834b11f.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_164016141_jpg.rf.147bd5c15640c9a71c07c518a834b11f.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_164016141_jpg.rf.147bd5c15640c9a71c07c518a834b11f.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_164016141_jpg.rf.147bd5c15640c9a71c07c518a834b11f.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230827_164016141_jpg.rf.147bd5c15640c9a71c07c518a834b11f.jpg,Grape Unripe
Dataset3TrainTest\train\106_jpg.rf.537afb334ea029d15928fd2e2be14bcb.jpg,Grape Overripe
Dataset3TrainTest\train\apple_6-848-_jpg.rf.6f07c572a070bffdcdcee08d2f19b374.jpg,Apple Overripe
Dataset3TrainTest\train\img602_png.rf.5389a02df5f20ca107f8aadb9f5358c2.jpg,Banana Unripe
Dataset3TrainTest\train\orange_2-262-_png.rf.502548f14004a5d70923193dd357edc4.jpg,Orange Unripe
Dataset3TrainTest\train\image206_png.rf.6d93eeb999486724df6e70f63a5c3caf.jpg,Peach Ripe
Dataset3TrainTest\train\image382_png.rf.310d4f0adba6ae3aa207c9fba886aedf.jpg,Banana Overripe
Dataset3TrainTest\train\image383_png.rf.0b82d6f424ffc0541f4b4a8c19f4f000.jpg,Banana Overripe
Dataset3TrainTest\train\FreshBanana-618-_jpg.rf.db9676e58b1c03788396aeeac2a01ee4.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-618-_jpg.rf.db9676e58b1c03788396aeeac2a01ee4.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-618-_jpg.rf.db9676e58b1c03788396aeeac2a01ee4.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-618-_jpg.rf.db9676e58b1c03788396aeeac2a01ee4.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_0117_jpg.rf.81e18ddff9840527e8c55c787afee526.jpg,Banana Ripe
Dataset3TrainTest\train\apple_6-849-_jpg.rf.b1b4b4435c4128aba4f777bbf31d6662.jpg,Apple Overripe
Dataset3TrainTest\train\rottenOrange-139-_jpg.rf.f9387672e1e4fd756d51dd549d6cbece.jpg,Stale Orange
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-9-12-45-PM_png.rf.dc6a7fe4bbcc79b927895740a741ddd6.jpg,Banana Overripe
Dataset3TrainTest\train\IMG_20210703_151812_jpg.rf.2c6cf93a4d4ed7b0f93a31b076541c35.jpg,Mango Ripe
Dataset3TrainTest\train\image208_png.rf.e732ed02bead4a6b2acef97a152783f6.jpg,Peach Ripe
Dataset3TrainTest\train\image382_png.rf.9697e09f113a077f5186a224fedbef76.jpg,Banana Overripe
Dataset3TrainTest\train\vertical_flip_Screen-Shot-2018-06-12-at-10-06-12-PM_png.rf.09f9a805e483d56928a3cb2a076ae353.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_20210703_151825_jpg.rf.be4d6e97c42d1d7215316378c60c0810.jpg,Mango Ripe
Dataset3TrainTest\train\r0_51_jpg.rf.14749b4d7fe40212fe874ea24d70e1f0.jpg,Apple Overripe
Dataset3TrainTest\train\IMG_20210704_190150_jpg.rf.48f8247306e73a4b90b5e64f2d192bc9.jpg,Mango Unripe
Dataset3TrainTest\train\IMG_7852_jpg.rf.423d78491b9a21ecdd1ce84238a5b30f.jpg,Banana Ripe
Dataset3TrainTest\train\15_jpg.rf.7e9e84ce22d2daadc509b7a3b7fe3280.jpg,Melon Ripe
Dataset3TrainTest\train\15_jpg.rf.7e9e84ce22d2daadc509b7a3b7fe3280.jpg,Melon Ripe
Dataset3TrainTest\train\15_jpg.rf.7e9e84ce22d2daadc509b7a3b7fe3280.jpg,Melon Ripe
Dataset3TrainTest\train\img80_png.rf.71b6cdd8a456a9deec6ea5f89485d6eb.jpg,Melon Overripe
Dataset3TrainTest\train\IMG_7844_jpg.rf.03e6d4924b2ddfe8b286a2a4f5e1caff.jpg,Banana Ripe
Dataset3TrainTest\train\89_jpg.rf.5f12e016f06ab42d3acaa6bcb83a362d.jpg,Stale Grape
Dataset3TrainTest\train\105_jpg.rf.865770020d03d34e44de0d2aede0de84.jpg,Grape Overripe
Dataset3TrainTest\train\newFreshBANANA-189-_jpg.rf.626708db3217b2798d562c58e3499baa.jpg,Banana Ripe
Dataset3TrainTest\train\rottenOrange-62-_jpg.rf.96d134be43124d7c5b60e68c2127ac0a.jpg,Stale Orange
Dataset3TrainTest\train\imggg10_png.rf.a563ec75369786da6bfbe5594b680606.jpg,Pear Overripe
Dataset3TrainTest\train\IMG_7847_jpg.rf.5336737d50dc79c6501bb2ea7dece6f1.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_8529_jpg.rf.e8bc7d4a22e0f2aba37a633fce461474.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_20240406_145919_jpg.rf.77673e35cc199f209096e435afd7f623.jpg,Apple Ripe
Dataset3TrainTest\train\IMG_8529_jpg.rf.27c29afd36e428f0e77a134612b40c78.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_9338_jpg.rf.43469225c9ce331d0b8f2cf207c68a3e.jpg,Banana Ripe
Dataset3TrainTest\train\imggg1_png.rf.3bfaeaee9dacacd11de9e7216ed4dd93.jpg,Pear Overripe
Dataset3TrainTest\train\newFreshBANANA-183-_jpg.rf.b463417b4be8275b7a467998bd3c13d9.jpg,Banana Ripe
Dataset3TrainTest\train\orange_2-260-_png.rf.37e118027753ee0472f374a7d0e036c4.jpg,Orange Unripe
Dataset3TrainTest\train\r1_259_jpg.rf.5c285a32abddd7e55506fa24ef9cd05a.jpg,Apple Overripe
Dataset3TrainTest\train\orange_2-255-_png.rf.402bd393a5646c46f674eb682d6fe80c.jpg,Orange Unripe
Dataset3TrainTest\train\rottenOrange-582-_jpg.rf.4cce38a4a0d7d9d93c112d732e29240d.jpg,Stale Orange
Dataset3TrainTest\train\img121_png.rf.86172e4330c5c7642ad2f488f24d7061.jpg,Banana Unripe
Dataset3TrainTest\train\img73_png.rf.647edfb164e6174755286fddaa343945.jpg,Melon Overripe
Dataset3TrainTest\train\frame_00080_jpg.rf.e24afc89842e99b543d548edab1067e8.jpg,Stale Grape
Dataset3TrainTest\train\img596_png.rf.eb26ac776144e094d0af2b83343ec305.jpg,Banana Unripe
Dataset3TrainTest\train\rottenOrange-577-_jpg.rf.8ab3513ff0e2ad26960f6003d24f3364.jpg,Stale Orange
Dataset3TrainTest\train\rottenOrange-577-_jpg.rf.8ab3513ff0e2ad26960f6003d24f3364.jpg,Stale Orange
Dataset3TrainTest\train\rottenOrange-577-_jpg.rf.8ab3513ff0e2ad26960f6003d24f3364.jpg,Stale Orange
Dataset3TrainTest\train\rottenOrange-577-_jpg.rf.8ab3513ff0e2ad26960f6003d24f3364.jpg,Stale Orange
Dataset3TrainTest\train\frame_00013_jpg.rf.6285ba091a8d2350150ca1cae6c021ef.jpg,Stale Grape
Dataset3TrainTest\train\frame_00013_jpg.rf.6285ba091a8d2350150ca1cae6c021ef.jpg,Stale Grape
Dataset3TrainTest\train\frame_00013_jpg.rf.6285ba091a8d2350150ca1cae6c021ef.jpg,Grape Unripe
Dataset3TrainTest\train\IMG_20240408_100836_jpg.rf.d5229c21cde4b8daab494842f90264d7.jpg,Apple Ripe
Dataset3TrainTest\train\image456_png.rf.5d02e68eaa3dc8d5ec52d6aafbd0338a.jpg,Pear Unripe
Dataset3TrainTest\train\frame_00123_jpg.rf.2a5150bb503a09e0b9866310085f06d0.jpg,Stale Grape
Dataset3TrainTest\train\apple_6-854-_jpg.rf.66569ac7c45c9be0b7ab4d01cd3bb3a9.jpg,Stale Apple
Dataset3TrainTest\train\IMG_20210704_190204_jpg.rf.68c00b189b958c797dd0ac8d06b8e516.jpg,Mango Unripe
Dataset3TrainTest\train\IMG_20210703_151825_jpg.rf.99c143a5c4ee79b27b7c9199b39cac71.jpg,Mango Ripe
Dataset3TrainTest\train\img0253_png.rf.562f7e004aa63cda0bdfab67a3d6b640.jpg,Banana Unripe
Dataset3TrainTest\train\img0253_png.rf.562f7e004aa63cda0bdfab67a3d6b640.jpg,Banana Unripe
Dataset3TrainTest\train\img0253_png.rf.562f7e004aa63cda0bdfab67a3d6b640.jpg,Banana Unripe
Dataset3TrainTest\train\rottenOrange-142-_jpg.rf.aa93ca2ac91045869620a76667eb19eb.jpg,Stale Orange
Dataset3TrainTest\train\106_jpg.rf.ba6c15308c7d251107740391cec7f921.jpg,Stale Grape
Dataset3TrainTest\train\img11_png.rf.aee50ae026dae040d97cfd5d31652461.jpg,Mango Ripe
Dataset3TrainTest\train\r0_55_jpg.rf.5eb9c86f231f6a497455f416bfde6ff2.jpg,Apple Unripe
Dataset3TrainTest\train\apple_6-853-_jpg.rf.bc76f957c8ca5bc1ffe205e05b96499f.jpg,Apple Overripe
Dataset3TrainTest\train\image007_png.rf.de10e914a4cddcc17f6f38ecfe9ad5d6.jpg,Peach Unripe
Dataset3TrainTest\train\FreshBanana-614-_jpg.rf.28ba3602ae9c10d61f7ef1269953efde.jpg,Banana Ripe
Dataset3TrainTest\train\r0_55_jpg.rf.dae87052677652935558f0cc023a6039.jpg,Apple Overripe
Dataset3TrainTest\train\rottenOrange-591-_jpg.rf.2f207f913d40eafb4be77c893ec436ca.jpg,Stale Orange
Dataset3TrainTest\train\rottenOrange-591-_jpg.rf.2f207f913d40eafb4be77c893ec436ca.jpg,Stale Orange
Dataset3TrainTest\train\rottenOrange-591-_jpg.rf.2f207f913d40eafb4be77c893ec436ca.jpg,Stale Orange
Dataset3TrainTest\train\img077_png.rf.753cfa84d94649f52d15b84daf6cf1c0.jpg,Banana Unripe
Dataset3TrainTest\train\165_jpg.rf.ccc2fa70e0f3fb8b013586ede97924de.jpg,Melon Ripe
Dataset3TrainTest\train\image521_png.rf.e9a3847a29867e0b4154b91c3bf94fd0.jpg,Peach Overripe
Dataset3TrainTest\train\411_jpg.rf.4cd6db520cda3b431a46c4f592b64eec.jpg,Melon Ripe
Dataset3TrainTest\train\frame_00149_jpg.rf.16eaa8ed67244cf4a4166f89490eb645.jpg,Stale Grape
Dataset3TrainTest\train\rottenOrange-272-_jpg.rf.832510c084706a2522d4b680e354f7a0.jpg,Stale Orange
Dataset3TrainTest\train\rottenOrange-271-_jpg.rf.a8ac9722ae4bea6853bcaec5001c0d9d.jpg,Stale Orange
Dataset3TrainTest\train\FreshBanana-644-_jpg.rf.45de3a503421cfe5a122fb9a0f224a36.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-644-_jpg.rf.45de3a503421cfe5a122fb9a0f224a36.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-644-_jpg.rf.45de3a503421cfe5a122fb9a0f224a36.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-644-_jpg.rf.45de3a503421cfe5a122fb9a0f224a36.jpg,Banana Ripe
Dataset3TrainTest\train\img471_png.rf.b199a5e6fa044f5a6d7bcb94b62d06a9.jpg,Banana Unripe
Dataset3TrainTest\train\IMG_20240408_100837_jpg.rf.515f3843e22d3d2eb590225da20174fd.jpg,Apple Ripe
Dataset3TrainTest\train\107_jpg.rf.6b192b90a8896f1fc99b27cb8b2e2362.jpg,Grape Overripe
Dataset3TrainTest\train\412_jpg.rf.44cd706b7cc6ee2630b9657753a636ff.jpg,Melon Ripe
Dataset3TrainTest\train\412_jpg.rf.44cd706b7cc6ee2630b9657753a636ff.jpg,Melon Ripe
Dataset3TrainTest\train\WhatsApp-Image-2022-12-13-at-05-12-34-1-_jpeg.rf.d89fc0feec74949071e7aa03f7fd2bd8.jpg,Pear Unripe
Dataset3TrainTest\train\banana_2-965-_jpg.rf.cea2f9021d810fb9858f8486dd10bfcb.jpg,Stale Banana
Dataset3TrainTest\train\rottenOrange-140-_jpg.rf.7b7ddf04f3f02bf72ebb693ecc036fba.jpg,Stale Orange
Dataset3TrainTest\train\IMG_20240408_100511_jpg.rf.6e6b0ed860e425c86a47c2e456a6f504.jpg,Mango Ripe
Dataset3TrainTest\train\image4_png.rf.b45a15f6d3815e43d64f29ea96f869ef.jpg,Pear Unripe
Dataset3TrainTest\train\IMG_20210704_190748_jpg.rf.1bc321ed0f3070feae1155b4732953d7.jpg,Mango Unripe
Dataset3TrainTest\train\FreshBanana-615-_jpg.rf.bfd697af4d0185ccd385b4e168c7aa7e.jpg,Banana Ripe
Dataset3TrainTest\train\img85_png.rf.6c34061e920e9d123a7955ba6aedc425.jpg,Banana Unripe
Dataset3TrainTest\train\image005_png.rf.f652e07e56aa44236f2d848e359f0335.jpg,Peach Unripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-9-16-20-PM_png.rf.ba302357379c014e74162f2d9ed8b0df.jpg,Banana Overripe
Dataset3TrainTest\train\PXL_20230819_121457350_jpg.rf.f5ffc340d6fcca9eb26f9209c2b18fcc.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121457350_jpg.rf.f5ffc340d6fcca9eb26f9209c2b18fcc.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121457350_jpg.rf.f5ffc340d6fcca9eb26f9209c2b18fcc.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121457350_jpg.rf.f5ffc340d6fcca9eb26f9209c2b18fcc.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121457350_jpg.rf.f5ffc340d6fcca9eb26f9209c2b18fcc.jpg,Grape Unripe
Dataset3TrainTest\train\PXL_20230819_121457350_jpg.rf.f5ffc340d6fcca9eb26f9209c2b18fcc.jpg,Grape Unripe
Dataset3TrainTest\train\frame_00216_jpg.rf.1eedf921713cb357361e92905cd77cb8.jpg,Stale Grape
Dataset3TrainTest\train\image211_png.rf.9c00185ac76309be65499cac5f48e32f.jpg,Peach Ripe
Dataset3TrainTest\train\image209_png.rf.f7c4e54c5b232e8e17efd918bc93610b.jpg,Peach Ripe
Dataset3TrainTest\train\banana_2-943-_jpg.rf.6ba818673e36d63e7626fc4bb1b6d573.jpg,Stale Banana
Dataset3TrainTest\train\apple_6-853-_jpg.rf.160bc7a1ce4eaa416f65b300a9ed3bb8.jpg,Apple Overripe
Dataset3TrainTest\train\apple_6-851-_jpg.rf.aafcfde2f2bad22961bd9b6e6ba106cf.jpg,Stale Apple
Dataset3TrainTest\train\img0226_png.rf.ba78f667e3c4c5149ac9c4db20ce2e1b.jpg,Banana Unripe
Dataset3TrainTest\train\img0226_png.rf.ba78f667e3c4c5149ac9c4db20ce2e1b.jpg,Banana Unripe
Dataset3TrainTest\train\img0226_png.rf.ba78f667e3c4c5149ac9c4db20ce2e1b.jpg,Banana Unripe
Dataset3TrainTest\train\IMG_20240408_100840_jpg.rf.9e9388fbf73c178869dc53ec58c8bfe9.jpg,Apple Ripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-9-18-50-PM_png.rf.ce48084f7fe7cd0989b2349fb5e62f93.jpg,Banana Overripe
Dataset3TrainTest\train\IMG_9281_jpg.rf.8bfadf32ba3d7f1e8fed7637e4e1a09c.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_9281_jpg.rf.8bfadf32ba3d7f1e8fed7637e4e1a09c.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_9281_jpg.rf.8bfadf32ba3d7f1e8fed7637e4e1a09c.jpg,Banana Ripe
Dataset3TrainTest\train\IMG_9281_jpg.rf.8bfadf32ba3d7f1e8fed7637e4e1a09c.jpg,Banana Ripe
Dataset3TrainTest\train\rottenOrange-289-_jpg.rf.415fe3e46e3cc30d397e6f499e2cd1a7.jpg,Stale Orange
Dataset3TrainTest\train\banana_2-966-_jpg.rf.a8174e81ac1e8e3541579affffbf7ef6.jpg,Stale Banana
Dataset3TrainTest\train\image592_png.rf.d1f22e3a97878deba359beb85a170a99.jpg,Stale Peach
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\REVSP9BCS2VL_jpg.rf.c0d338ff74e054447e60e7ee7a16c153.jpg,Grape Unripe
Dataset3TrainTest\train\rottenOrange-14-_jpg.rf.60afe39870680434a907e2ad4a078029.jpg,Stale Orange
Dataset3TrainTest\train\WhatsApp-Image-2022-12-13-at-05-12-35_jpeg.rf.cdcd4cf4333f52c692562950df669e8f.jpg,Pear Unripe
Dataset3TrainTest\train\105_jpg.rf.23aba3fb7bd75723c10a7ba8125f6579.jpg,Stale Grape
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-08-at-5-04-05-PM_png.rf.a6bfebd283c20bfb3fc05e92e44bb2b6.jpg,Apple Ripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-9-18-43-PM_png.rf.965265cd03fda35d71420e3e4f2b9473.jpg,Banana Overripe
Dataset3TrainTest\train\img38_png.rf.3084e66a2158a304aa9ef7b13479a15e.jpg,Banana Unripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-08-at-5-03-05-PM_png.rf.ffad6a97f7d360503a24f828bd343de9.jpg,Apple Unripe
Dataset3TrainTest\train\imggg19_png.rf.f171191fc5d1e8d3730c9fed4e295edf.jpg,Stale Pear
Dataset3TrainTest\train\image223_png.rf.2e23e780bd1f5f8ad4c6bc7e064e0472.jpg,Banana Unripe
Dataset3TrainTest\train\rottenOrange-139-_jpg.rf.5859048956b2dace1bad199425afe113.jpg,Stale Orange
Dataset3TrainTest\train\Screen-Shot-2018-06-08-at-5-13-25-PM_png.rf.6408a885d8cf2f705493969cfd20f22c.jpg,Apple Unripe
Dataset3TrainTest\train\rotated_by_15_Screen-Shot-2018-06-12-at-9-12-45-PM_png.rf.9a2418014112d20281bdb377f26acff8.jpg,Banana Overripe
Dataset3TrainTest\train\390_jpg.rf.0c4f1a17bbb165590acc4a7a8d722d83.jpg,Melon Ripe
Dataset3TrainTest\train\390_jpg.rf.0c4f1a17bbb165590acc4a7a8d722d83.jpg,Melon Ripe
Dataset3TrainTest\train\image382_png.rf.fb6f6fd0821c64533f47b3a7353afce5.jpg,Banana Overripe
Dataset3TrainTest\train\image575_png.rf.5fac59b959bb0667fab2dad9516a3718.jpg,Stale Peach
Dataset3TrainTest\train\412_jpg.rf.024ef44574262eb1a451a7b79be82cd3.jpg,Melon Ripe
Dataset3TrainTest\train\412_jpg.rf.024ef44574262eb1a451a7b79be82cd3.jpg,Melon Ripe
Dataset3TrainTest\train\rottenOrange-54-_jpg.rf.c571866e7b475120b2528a8f9213c135.jpg,Stale Orange
Dataset3TrainTest\train\IMG_20240408_100325_jpg.rf.e730c04438cba7b84e80e1273f468a85.jpg,Mango Ripe
Dataset3TrainTest\train\FreshBanana-644-_jpg.rf.067d75846cde92301322ddbbdc795263.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-644-_jpg.rf.067d75846cde92301322ddbbdc795263.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-644-_jpg.rf.067d75846cde92301322ddbbdc795263.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-644-_jpg.rf.067d75846cde92301322ddbbdc795263.jpg,Banana Ripe
Dataset3TrainTest\train\apple_6-848-_jpg.rf.bcd0e218e2006b7a7ed3416fafac44a1.jpg,Apple Overripe
Dataset3TrainTest\train\apple_6-849-_jpg.rf.614e930bd012e174bccb787df62a4b8f.jpg,Apple Overripe
Dataset3TrainTest\train\image383_png.rf.513d39bbbcd3d42574d5b1d5f902c168.jpg,Banana Overripe
Dataset3TrainTest\train\rottenOrange-138-_jpg.rf.2a6017234ebaa568946700cc6cdec269.jpg,Stale Orange
Dataset3TrainTest\train\image207_png.rf.c96f2d276c6deb6f0c2699d1ac16bdc9.jpg,Peach Ripe
Dataset3TrainTest\train\CSV_1869_jpg.rf.14c1558b48ed563b041de24d616ad947.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1869_jpg.rf.14c1558b48ed563b041de24d616ad947.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1869_jpg.rf.14c1558b48ed563b041de24d616ad947.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1869_jpg.rf.14c1558b48ed563b041de24d616ad947.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1869_jpg.rf.14c1558b48ed563b041de24d616ad947.jpg,Grape Unripe
Dataset3TrainTest\train\CSV_1869_jpg.rf.14c1558b48ed563b041de24d616ad947.jpg,Grape Unripe
Dataset3TrainTest\train\img077_png.rf.79228e7c9914eb9e007fb6a79a692689.jpg,Banana Unripe
Dataset3TrainTest\train\81_jpg.rf.7a50c686c91c5647e3019681aa7dbcec.jpg,Stale Grape
Dataset3TrainTest\train\banana_2-965-_jpg.rf.79a6cd78c994c501edcef8225d4bdbb4.jpg,Stale Banana
Dataset3TrainTest\train\Screen-Shot-2018-06-08-at-5-09-47-PM_png.rf.c4b85d07398a112069939b733a2ad26d.jpg,Apple Ripe
Dataset3TrainTest\train\106_jpg.rf.717fbccb9baebb8e9f42afaacb4b526a.jpg,Grape Overripe
Dataset3TrainTest\train\r0_231_jpg.rf.9a2975aa5df149cad946b30f09f937cf.jpg,Apple Ripe
Dataset3TrainTest\train\img222_png.rf.fd2c8a3e5b0fe6853a0e66b22b400403.jpg,Banana Unripe
Dataset3TrainTest\train\img11_png.rf.139c1cefb25916147617cd0ac1141fad.jpg,Mango Ripe
Dataset3TrainTest\train\FreshBanana-649-_jpg.rf.29c64e2b46087bb6444743bf37b73bed.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-649-_jpg.rf.29c64e2b46087bb6444743bf37b73bed.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-649-_jpg.rf.29c64e2b46087bb6444743bf37b73bed.jpg,Banana Ripe
Dataset3TrainTest\train\FreshBanana-649-_jpg.rf.29c64e2b46087bb6444743bf37b73bed.jpg,Banana Ripe
Dataset3TrainTest\train\rottenOrange-532-_jpg.rf.35535c66b2bfb6a3b996771835e64f62.jpg,Stale Orange
Dataset3TrainTest\train\newFreshBANANA-155-_jpg.rf.6d4e32057207aa4479bc73911eb2b3bb.jpg,Banana Ripe
Dataset3TrainTest\train\img602_png.rf.675829a78398923ae1fd402e3264a53b.jpg,Banana Unripe
Dataset3TrainTest\train\img733_png.rf.96cfb801e31eb9267f626481aa65020e.jpg,Banana Unripe
Dataset3TrainTest\train\e0638495acc2b0cdc1b8eb20fc36a0d4_jpeg.rf.cd02b5f816fa57aebb91624cc44c65e7.jpg,Banana Unripe
Dataset3TrainTest\train\Screen-Shot-2018-06-08-at-5-09-31-PM_png.rf.4a1a8119c0afb7f5b6c2bc99af3e0cc7.jpg,Apple Ripe
Dataset3TrainTest\train\Screen-Shot-2018-06-08-at-5-09-17-PM_png.rf.a25b598cb362b20b52818ad9a388054d.jpg,Apple Ripe
Dataset3TrainTest\train\img256_png.rf.0fc3676ae8f44acf98e036f44b0bcfef.jpg,Banana Unripe
Dataset3TrainTest\train\frame_00047_jpg.rf.6bbed866868b8988c8d69ff305fb5ff8.jpg,Stale Grape
Dataset3TrainTest\train\FreshBanana-650-_jpg.rf.2373854f27fbe18f1f9aa92ddcc3ed64.jpg,Banana Ripe
Dataset3TrainTest\train\Screen-Shot-2018-06-08-at-5-08-37-PM_png.rf.f14a723bb08cac4a89ca7efd9cff235b.jpg,Apple Ripe
