image_path,label,type
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (385).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (386).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (387).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (388).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (389).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (39).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (390).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (391).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (392).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (393).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (394).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (395).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (396).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (397).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (398).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (399).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (4).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (4).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (40).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (400).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (401).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (402).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (403).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (404).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (405).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (406).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (407).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (408).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (409).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (41).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (410).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (411).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (412).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (413).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (414).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (415).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (416).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (417).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (418).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (419).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (42).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (420).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (421).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (422).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (423).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (424).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (425).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (426).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (427).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (428).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (429).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (43).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (430).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (431).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (432).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (433).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (434).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (435).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (436).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (437).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (438).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (439).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (44).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (440).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (441).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (442).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (443).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (444).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (445).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (446).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (447).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (448).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (449).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (45).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (450).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (451).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (452).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (453).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (454).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (455).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (456).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (457).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (458).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (459).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (46).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (460).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (461).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (462).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (463).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (464).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (465).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (466).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (467).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (468).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (469).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (47).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (470).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (471).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (472).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (473).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (474).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (475).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (476).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (477).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (478).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (479).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (48).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (480).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (481).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (482).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (483).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (484).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (485).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (486).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (487).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (488).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (489).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (49).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (490).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (491).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (492).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (493).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (494).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (495).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (496).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (497).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (498).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (499).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (5).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (5).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (50).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (500).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (501).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (502).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (503).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (504).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (505).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (506).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (507).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (508).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (509).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (51).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (510).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (511).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (512).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (513).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (514).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (515).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (516).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (517).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (518).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (519).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (52).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (520).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (521).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (522).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (523).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (524).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (525).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (526).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (527).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (528).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (529).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (53).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (530).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (531).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (532).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (533).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (534).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (535).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (536).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (537).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (538).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (539).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (54).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (540).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (541).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (542).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (543).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (544).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (545).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (546).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (547).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (548).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (549).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (55).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (550).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (551).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (552).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (553).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (554).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (555).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (556).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (557).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (558).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (559).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (56).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (560).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (561).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (562).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (563).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (564).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (565).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (566).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (567).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (568).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (569).JPG,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (57).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (570).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (571).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (572).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (573).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (574).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (575).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (576).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (577).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (578).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (58).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (580).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (581).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (582).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (583).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (584).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (585).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (586).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (587).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (588).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (589).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (59).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (590).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (591).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (592).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (593).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (594).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (595).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (596).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (597).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (598).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (599).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (6).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (6).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (60).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (600).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (601).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (602).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (603).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (604).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (605).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (606).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (61).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (62).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (63).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (64).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (65).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (66).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (67).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (68).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (69).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (7).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (70).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (71).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (72).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (73).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (74).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (75).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (76).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (77).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (78).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (79).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (8).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (8).png,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (80).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (81).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (82).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (83).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (84).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (85).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (86).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (87).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (88).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (89).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (9).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (90).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (91).jpg,fresh,vegetable
Fruit And Vegetable Diseases Dataset/Potato__Healthy\freshPotato (92).jpg,fresh,vegetable
